category,total_attempts,cc,version,patch_number,waves,items,segment_id,segment_name,attempt_id,attempt_started,attempt_ended,attempt_real_time,attempt_game_time,segment_real_time,segment_game_time,best_segment_real_time,best_segment_game_time,breaks,individual_cup
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,1,bAtD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,2,bDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,3,bMH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,4,bSCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,5,bLAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,6,bSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,7,bKC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,8,bVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,9,bRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,10,bDKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,11,bDCt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,12,bPPC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,13,bMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,14,bRIW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,15,bBC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),0,150cc,Digital,2.3.0+,Waves 5+6,No Items,16,bRRw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,1,bPP,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,142.0984392,122.8420241,142.0984392,122.8420241,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,2,bTC,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,112.4460327,91.0042112,112.4460327,91.0042112,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,3,bCMo,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,147.6833824,125.139678,147.6833824,125.139678,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,4,bCMa,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,141.1497271,117.80576529999999,141.1497271,117.80576529999999,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,5,bTB,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,118.5182394,94.70694499999999,118.5182394,94.70694499999999,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,6,bSR,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,142.1667697,119.1908919,142.1667697,119.1908919,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,7,bSG,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,124.53276819999999,102.3238001,124.53276819999999,102.3238001,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,8,bNH,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,154.1329151,130.6894722,154.1329151,130.6894722,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,9,bNYM,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,122.8492987,97.9722453,122.8492987,97.9722453,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,10,bMC3,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,128.9175964,106.12315029999999,128.9175964,106.12315029999999,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,11,bKD,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,127.3656475,104.3385998,127.3656475,104.3385998,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,12,bWP,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,179.8008696,157.2889275,179.8008696,157.2889275,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,13,bSS,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,159.9837761,134.8228192,159.9837761,134.8228192,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,14,bSL,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,131.7162321,108.57306489999999,131.7162321,108.57306489999999,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,15,bMG,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,134.3842567,110.8407498,134.3842567,110.8407498,NA,NA
16 Tracks (DLC),1,150cc,Digital,Pre-2.3.0,Waves 1+2,No Items,16,bSHS,1,2024-04-04T00:09:12Z,2024-04-04T00:46:16Z,2219.2783479,1851.4179963,151.532397,127.7556517,151.532397,127.7556517,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,1,bLL,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,162.3594429,142.5055835,162.3594429,142.5055835,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,2,bBL,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,117.8667241,95.7720188,117.8667241,95.7720188,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,3,bRRM,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,179.56733450000002,155.9729198,179.56733450000002,155.9729198,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,4,bMT,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,183.1488186,159.1545906,183.1488186,159.1545906,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,5,bBB,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,160.21799620000002,134.4065406,160.21799620000002,134.4065406,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,6,bPG,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,166.8506195,141.9741225,166.8506195,141.9741225,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,7,bMM,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,157.0158917,132.6393648,157.0158917,132.6393648,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,8,bRR,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,133.5168185,109.8725955,133.5168185,109.8725955,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,9,bAD,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,137.8993444,112.522701,137.8993444,112.522701,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,10,bRP,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,127.06801659999999,102.4735598,127.06801659999999,102.4735598,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,11,bDKS,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,177.73338710000002,154.0898137,177.73338710000002,154.0898137,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,12,bYI,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,173.3155934,148.1052588,173.3155934,148.1052588,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,13,bBR,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,143.1014106,117.1069956,143.1014106,117.1069956,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,14,bMC,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,140.2661927,116.4898841,140.2661927,116.4898841,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,15,bWS,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,171.649904,147.839673,171.649904,147.839673,NA,NA
16 Tracks (DLC),1,150cc,Digital,2.3.0+,Waves 3+4,No Items,16,bSSy,1,2024-04-04T01:11:24Z,2024-04-04T01:52:55Z,2486.5933852,2100.4980866,155.0158904,129.5724645,155.0158904,129.5724645,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,1,MKS,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,128.6193,NA,126.7234,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,2,WP,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,132.94819999999999,NA,132.94819999999999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,3,SSC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,145.247600001,NA,144.576800001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,4,TR,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,146.8143,NA,146.8143,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,5,MC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,141.2303,NA,141.2303,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,6,TH,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,159.2307,NA,159.2307,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,7,TM,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,151.772899999,NA,151.772899999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,8,SGF,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,159.459300001,NA,157.6486,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,9,SA,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,155.677,NA,155.307299999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,10,DS,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,153.441,NA,152.850600001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,11,Ed,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,156.106,NA,155.351799999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,12,MW,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,140.883099999,NA,140.6746,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,13,CC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,158.687700001,NA,155.726600001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,14,BDD,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,147.6305,NA,147.6305,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,15,BC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,158.629399999,NA,158.629399999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,16,RR,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,160.126800001,NA,160.126800001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,17,rMMM,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,117.32759999999999,NA,116.792200001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,18,rMC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,121.003999999,NA,120.028399999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,19,rCCB,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,143.9853,NA,143.9853,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,20,rTT,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,140.003,NA,139.901,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,21,rDDD,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,159.7815,NA,158.9139,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,22,rDP3,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,115.10160000100001,NA,113.1716,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,23,rRRy,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,152.86860000000001,NA,152.86860000000001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,24,rDKJ,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,158.9215,NA,158.9215,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,25,rWS,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,151.2804,NA,151.2804,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,26,rSL,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,149.498,NA,146.751100001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,27,rMP,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,156.62189999999998,NA,153.5231,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,28,rYV,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,156.751299999,NA,155.656799999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,29,rTTC,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,142.611800001,NA,142.386000001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,30,rPPS,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,162.243799999,NA,159.585499999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,31,rGV,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,153.130700001,NA,152.642700001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,32,rRRd,1,2023-07-09T01:03:14Z,2023-07-09T02:21:23Z,4689.5998,NA,111.964699999,NA,111.964699999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,1,MKS,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,126.7234,NA,126.7234,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,2,WP,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,133.2395,NA,132.94819999999999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,3,SSC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,144.576800001,NA,144.576800001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,4,TR,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,147.1715,NA,146.8143,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,5,MC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,141.8541,NA,141.2303,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,6,TH,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,162.7674,NA,159.2307,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,7,TM,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,154.1739,NA,151.772899999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,8,SGF,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,157.6486,NA,157.6486,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,9,SA,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,155.307299999,NA,155.307299999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,10,DS,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,152.850600001,NA,152.850600001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,11,Ed,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,155.351799999,NA,155.351799999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,12,MW,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,140.6746,NA,140.6746,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,13,CC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,155.726600001,NA,155.726600001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,14,BDD,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,148.4962,NA,147.6305,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,15,BC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,160.5125,NA,158.629399999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,16,RR,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,163.983599999,NA,160.126800001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,17,rMMM,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,116.792200001,NA,116.792200001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,18,rMC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,120.028399999,NA,120.028399999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,19,rCCB,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,145.142300001,NA,143.9853,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,20,rTT,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,139.901,NA,139.901,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,21,rDDD,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,158.9139,NA,158.9139,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,22,rDP3,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,113.1716,NA,113.1716,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,23,rRRy,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,152.944199999,NA,152.86860000000001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,24,rDKJ,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,159.171300001,NA,158.9215,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,25,rWS,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,151.453699999,NA,151.2804,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,26,rSL,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,146.751100001,NA,146.751100001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,27,rMP,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,153.5231,NA,153.5231,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,28,rYV,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,155.656799999,NA,155.656799999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,29,rTTC,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,142.386000001,NA,142.386000001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,30,rPPS,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,159.585499999,NA,159.585499999,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,31,rGV,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,152.642700001,NA,152.642700001,NA,NA,NA
32 Tracks,2,150cc,Digital,2.3.0+,NA,No Items,32,rRRd,2,2023-07-15T23:49:37Z,2023-07-16T01:07:39Z,4681.388,NA,112.265799999,NA,111.964699999,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,1,MKS,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,126.27,NA,126.27,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,2,WP,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,132.750399999,NA,132.750399999,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,3,SSC,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,145.080900001,NA,145.080900001,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,4,TR,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,146.557099999,NA,146.557099999,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,5,MC,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,140.694100001,NA,140.694100001,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,6,TH,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,161.0325,NA,161.0325,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,7,TM,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,153.4392,NA,153.4392,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,8,SGF,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,159.8144,NA,159.8144,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,9,SA,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,156.2364,NA,156.2364,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,10,DS,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,152.0003,NA,152.0003,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,11,Ed,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,155.5115,NA,155.5115,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,12,MW,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,140.7547,NA,140.7547,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,13,CC,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,156.0948,NA,156.0948,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,14,BDD,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,150.4557,NA,150.4557,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,15,BC,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,159.667399999,NA,159.667399999,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,16,RR,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,159.7945,NA,159.7945,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,17,rMMM,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,118.0487,NA,118.0487,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,18,rMC,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,120.6535,NA,120.6535,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,19,rCCB,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,144.049500001,NA,144.049500001,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,20,rTT,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,142.9351,NA,142.9351,NA,NA,NA
48 Tracks,1,150cc,Digital,2.3.0+,NA,No Items,21,rDDD,1,2023-07-16T19:16:24Z,2023-07-16T21:11:45Z,6920.0725,NA,162.2075,NA,162.2075,NA,NA,NA
